,temp(min),temp(max),temp(mean),rel_humid(min),rel_humid(max),rel_humid(mean),sea_level_pressure(min),sea_level_pressure(max),sea_level_pressure(mean),precipitation_total,snowfall_amount,sunshine_duration,wind_gust(min),wind_gust(max),wind_gust(mean),wind_speed(min),wind_speed(max),wind_speed(mean)
0,-0.08181096705895838,0.08203516586468337,0.08283131566494498,0.5335595290117285,1.1401326026860092,0.6828115495512929,-0.17985204098722005,-0.24519803418099823,-0.21957776512227242,-0.3727110975272085,-0.1323787751449481,-0.16500083921335723,-0.48607788131958196,-0.42847805481029466,-0.46577297776155296,-0.3302164759471988,-0.5662091626814973,-0.3418245872506664
1,0.30401291857728274,0.177420849512899,0.2585357353189773,0.37907349688039704,0.8866419943834132,0.5412773102646437,-0.08941303691977431,-0.46986496311496856,-0.31216288062563435,0.11359818692500961,-0.1323787751449481,-0.37998245026598304,-0.09189424947066344,-0.319299494365385,-0.23362917137286607,0.3540439488016264,0.1812854410382954,0.03798952647502655
2,0.20275017118438238,0.14424314829243,0.17644560610696028,1.3059896896683862,1.1401326026860092,1.2531126183669021,0.06885522019826217,-0.3575314986479834,-0.14359299416095742,-0.4013175260243978,-0.1323787751449481,-0.9264230159162787,-0.48607788131958196,-0.38480666702520444,-0.4175186090841482,-0.2605359286188918,-0.4535424710029917,-0.39323010617557447
3,0.21941366126169498,0.850306309751168,0.5226377740819574,-0.007141583447931778,0.6331513860808172,0.6578348720740207,0.1366844732488529,-0.20775354602532706,-0.037909971305186405,-0.4299239545215871,-0.1323787751449481,1.6365106188338092,-0.6174724131030589,-0.624999572789753,-0.7031337616902089,-0.6149217305294225,-0.4289883209176681,-0.7163735172995426
4,0.4629569777762659,0.9156248053486499,0.8154312775435526,-0.5478426959075922,0.1261701694756252,-0.4453014500876094,0.1140747222319979,0.04187637501242404,0.0733262261016323,-0.4299239545215871,-0.1323787751449481,1.8752240323018836,-0.7926651582406439,-0.887028263429031,-1.0435244831623165,-0.7366738754103611,-1.0694354870021958,-0.9814442431489186
5,1.1474418778751125,0.9819801041092714,1.0136616013345296,0.22458746474906552,0.5064060819295192,-0.15390714593732677,-0.23637641852937685,-0.5821984275819537,-0.36048443647340994,-0.11525324105250476,-0.1323787751449481,0.14197109520802428,-0.748866969218861,0.6851440017162157,-0.35361374251322764,-0.3302164759471988,0.24697599239819346,-0.42290359662426164
6,0.8372446010512905,0.6087311727396282,0.750176448695938,-0.007141583447931778,0.5064060819295192,0.09585962883539552,-0.4963885552233059,-0.5697169315300775,-0.4807557140925991,-0.3441046690300192,-0.1323787751449481,0.9081958145936213,-0.7926651582406439,0.13925089621771997,-0.054956624256274865,-0.7366738754103611,-0.32508752829947035,-0.1889344769872017
7,0.7616179922388712,0.7663250461762232,0.8544134726732733,0.6108025450773943,0.2529154736269232,0.4039055841396464,-1.0277177041195722,-1.2686807104357691,-1.1882794275660997,-0.029433955560936902,-0.1323787751449481,-1.1870892080224593,-0.8364633423959615,-1.1708927389430384,-1.0656955726275257,-0.8452531342793987,-0.8817012138551791,-0.8500401836448759
8,0.8628807396317718,1.1509792270616679,1.063030019046345,-0.3933566637762606,0.2529154736269232,0.3248122392924976,-1.2990347163219222,-1.7055330722518336,-1.5173877496984727,-0.3441046690300192,-0.1323787751449481,0.11648389609131143,-0.48607788131958196,-0.16644936417101672,-0.48533575234733395,-0.1585376282634569,0.14778620811680407,-0.09226963463652223
9,1.0487426161595672,1.4454313253933302,1.1298967189813383,-1.1657868244329181,1.2668779068373073,0.24155718053737688,-1.5025224754736943,-1.8303480327707091,-1.6628173959721313,-0.4299239545215871,-0.1323787751449481,0.45071044355039963,-0.7050687960130896,-0.38480666702520444,-0.4657732385973881,-0.3078132325444616,0.035484619266699276,-0.3148962626934981
10,0.9884979468568222,0.7880981199627886,0.9252168621415418,0.5335595290117285,1.2668779068373073,0.5163006327873714,-0.9598884510689814,-1.2062732301763315,-0.9960487662797708,-0.4299239545215871,-0.1323787751449481,0.671714379035262,-0.748866969218861,0.6414722500023885,-0.7031337616902089,-0.6916988766408453,0.7220339917502684,-0.7129851891426555
11,0.7141911358649812,0.5454861797881092,0.6513929484547796,0.8425315932743916,0.6331513860808172,0.578742326480552,-0.48508367971487193,-0.8567913407234856,-0.673474301111561,0.22802390091376679,-0.1323787751449481,-0.5316362667250996,-0.3984814862433887,0.6196367077468171,-0.3366595001700704,-0.359671888845594,-0.0682981153885382,-0.47477676336525715
12,0.6283100716203693,0.09862401647491786,0.3880970728687446,1.8466908021280466,1.1401326026860092,1.5070419063012763,-0.28159592056309973,-0.7070133881008293,-0.47622186953743434,-0.0008275270637475737,-0.1323787751449481,-1.3550543634483843,-0.17949058371604368,-0.4939853487796932,-0.5440237283235636,0.15284951155095533,-0.7567986848185978,-0.39161346706380734
13,0.7013730665747404,0.24896037144985142,0.46425963208848176,1.1515036575370547,1.1401326026860092,1.019996695494468,-0.34942517361369047,-0.769420868360267,-0.5632707188072007,-0.17246609804688337,-0.1323787751449481,-0.9722483749648081,-0.7926651582406439,-0.9743711603087901,-1.0383078099308218,-0.5684292479481301,-0.470417261945455,-0.9509474834791913
14,0.41553012140237583,0.37752385999885246,0.36675656891362785,1.6149617539310492,1.1401326026860092,1.686041161803834,-0.17985204098722005,-0.5821984275819537,-0.3821101745141452,1.2864616122776287,-0.1323787751449481,-1.3550543634483843,-0.5298760545253534,-0.36297088215047507,-0.37578487545107575,-0.46136749018301504,-0.220787193985313,-0.20404063324024466
15,0.5629379182401423,0.36508242940180896,0.4434879836406884,0.7652885772087259,1.1401326026860092,1.0532991985487243,-0.5642178082738838,-0.7070133881008293,-0.6744839692117452,0.6571203283716063,-0.1323787751449481,-1.3550543634483843,-0.13569237401178444,0.6196367077468171,0.38976812699003943,0.07607246919240923,0.7742015054218189,0.3994628222075728
16,0.5693469528852626,0.08307176166719034,0.2647009544307633,1.8466908021280466,1.2668779068373073,1.9649479264691607,-0.28159592056309973,-0.8692728367753759,-0.5884447880421632,0.9717910418406888,-0.1323787751449481,-1.3550543634483843,-0.3546833008714546,0.07374360224832145,-0.6744419502353892,-0.054784175075779463,-0.7628928394082131,-0.47643273662172286
