,temp(mean),rel_humid(mean),precipitation_total,sunshine_duration,snowfall_amount,sea_level_pressure(mean),wind_gust(mean),wind_speed(mean)
0,0.08283131566494498,0.6828115495512929,-0.3727110975272085,-0.16500083921335723,-0.1323787751449481,-0.21957776512227242,-0.46577297776155296,-0.3418245872506664
1,0.2585357353189773,0.5412773102646437,0.11359818692500961,-0.37998245026598304,-0.1323787751449481,-0.31216288062563435,-0.23362917137286607,0.03798952647502655
2,0.17644560610696028,1.2531126183669021,-0.4013175260243978,-0.9264230159162787,-0.1323787751449481,-0.14359299416095742,-0.4175186090841482,-0.39323010617557447
3,0.5226377740819574,0.6578348720740207,-0.4299239545215871,1.6365106188338092,-0.1323787751449481,-0.037909971305186405,-0.7031337616902089,-0.7163735172995426
4,0.8154312775435526,-0.4453014500876094,-0.4299239545215871,1.8752240323018836,-0.1323787751449481,0.0733262261016323,-1.0435244831623165,-0.9814442431489186
5,1.0136616013345296,-0.15390714593732677,-0.11525324105250476,0.14197109520802428,-0.1323787751449481,-0.36048443647340994,-0.35361374251322764,-0.42290359662426164
6,0.750176448695938,0.09585962883539552,-0.3441046690300192,0.9081958145936213,-0.1323787751449481,-0.4807557140925991,-0.054956624256274865,-0.1889344769872017
7,0.8544134726732733,0.4039055841396464,-0.029433955560936902,-1.1870892080224593,-0.1323787751449481,-1.1882794275660997,-1.0656955726275257,-0.8500401836448759
8,1.063030019046345,0.3248122392924976,-0.3441046690300192,0.11648389609131143,-0.1323787751449481,-1.5173877496984727,-0.48533575234733395,-0.09226963463652223
9,1.1298967189813383,0.24155718053737688,-0.4299239545215871,0.45071044355039963,-0.1323787751449481,-1.6628173959721313,-0.4657732385973881,-0.3148962626934981
10,0.9252168621415418,0.5163006327873714,-0.4299239545215871,0.671714379035262,-0.1323787751449481,-0.9960487662797708,-0.7031337616902089,-0.7129851891426555
11,0.6513929484547796,0.578742326480552,0.22802390091376679,-0.5316362667250996,-0.1323787751449481,-0.673474301111561,-0.3366595001700704,-0.47477676336525715
12,0.3880970728687446,1.5070419063012763,-0.0008275270637475737,-1.3550543634483843,-0.1323787751449481,-0.47622186953743434,-0.5440237283235636,-0.39161346706380734
13,0.46425963208848176,1.019996695494468,-0.17246609804688337,-0.9722483749648081,-0.1323787751449481,-0.5632707188072007,-1.0383078099308218,-0.9509474834791913
14,0.36675656891362785,1.686041161803834,1.2864616122776287,-1.3550543634483843,-0.1323787751449481,-0.3821101745141452,-0.37578487545107575,-0.20404063324024466
15,0.4434879836406884,1.0532991985487243,0.6571203283716063,-1.3550543634483843,-0.1323787751449481,-0.6744839692117452,0.38976812699003943,0.3994628222075728
16,0.2647009544307633,1.9649479264691607,0.9717910418406888,-1.3550543634483843,-0.1323787751449481,-0.5884447880421632,-0.6744419502353892,-0.47643273662172286
17,0.3358364608198741,1.3863210320765673,4.118498176531512,-0.3291198732805555,-0.1323787751449481,-0.6176116356733556,0.813627054763158,0.5657786156950252
18,-0.020694126753409422,1.132391744142193,-0.029433926954508388,-0.7980414959791998,-0.1323787751449481,-1.0342929649169914,-0.039306561089151225,0.1570672603938209
19,-0.11833946071340819,0.35811474234675394,-0.4013175260243978,-0.12429702232152749,-0.1323787751449481,-0.7519723726906996,0.8436226541402584,0.9929995011488553
20,0.002543358942516279,0.5704165009035679,-0.3441046690300192,0.3231526123690632,-0.1323787751449481,0.007882583344244912,0.23587524505392016,0.46268914513554454
21,0.11484246995581827,0.38309141982402617,-0.4299239545215871,0.6718505062983073,-0.1323787751449481,0.4622863688575503,-0.7931221248365213,-0.5646447346878376
22,0.43713291839320506,-0.3537205657555046,-0.4299239545215871,0.9151465541173853,-0.1323787751449481,0.3304498020906876,-0.812684812477024,-0.6264375230789486
23,0.60046012118951,-0.14974463277567476,-0.4299239545215871,1.759755931532484,-0.1323787751449481,0.06826218502016292,-1.061783078572064,-1.0157790507227373
24,0.8924472338409035,-0.724207815126096,-0.4299239545215871,1.3283497264920052,-0.1323787751449481,-0.25832196686174275,-0.9835323193155255,-0.8743525666012426
25,0.9485016955547635,-0.0040470810736933874,-0.4299239545215871,1.630088535137328,-0.1323787751449481,-0.4082625106882918,-1.021353480642386,-0.9941601439416026
26,0.9845433242804801,0.32897555170782966,-0.4299239545215871,1.4370759293641384,-0.1323787751449481,-0.1471087164571981,-1.163509054302678,-1.100727871235005
27,1.1920695073562009,-0.3662089044941407,-0.4299239545215871,1.7273330992840412,-0.1323787751449481,0.014428517678038464,-1.0709122893316596,-1.0442746689673512
28,1.2470806120401219,-0.840765776562313,-0.3441046690300192,1.4731629952218328,-0.1323787751449481,0.04762920676214605,-0.9887490273251317,-0.9479096077556283
29,1.1720092128341326,-0.36204639133248867,-0.4299239545215871,1.6485154479278212,-0.1323787751449481,0.1175861625463419,-0.7513885650940058,-0.5465446870088453
30,1.2226098093619313,-0.21218632646885532,-0.4299239545215871,1.6482576208547965,-0.1323787751449481,-0.18030215911953856,-1.2482806572722172,-1.2844913843388066
31,1.4102181963339853,-0.7866495088192765,-0.4299239545215871,1.5999236162671704,-0.1323787751449481,-0.3116616697864258,-1.175246649497924,-1.0580777639822652
32,1.4620045344934964,-0.39951140754839704,-0.17246608660431198,0.7738550436544149,-0.1323787751449481,-0.14811113813561522,-1.0174409431142855,-0.8029705287875707
