,PC1,PC2,PC3,PC4,PC5,PC6
0,0.14689795132692676,0.4738750914556244,0.30419739762913,-0.2524645461909617,-0.655812026690029,0.4159858808457587
1,-0.250288012431625,0.054030872422559925,0.44285079196763333,-0.382521116094893,-0.3092132288853254,0.27377538210896607
2,-0.355397786144453,0.8760603624763339,0.539061857875922,-0.5289844701633544,-0.8449249386914373,0.4882371303835967
3,1.4540517895888248,0.19176785340702984,0.2915640789744043,0.15072978033943213,-0.2421596572501131,1.3851859968640334
4,2.362635503235435,-0.20635595779645172,0.25236762819726866,0.3525324536561895,-0.018739000965288997,0.7005409434403388
5,0.8279574788700433,-0.5152178195631417,0.4607609277701908,-0.21764801609059237,-0.2471031486404403,0.2127121017430275
6,0.7934664832413211,-0.6442349079884473,0.03543034182250491,0.0011008108646833213,-0.28721202033293025,0.8012831342566207
7,0.3058875044534703,-0.06276978277728434,1.4671752696848237,-0.7509367946188362,-1.3794183346622053,-0.24360115004153665
8,0.4354736982294445,-1.0199843750767057,0.6909610962870188,-0.37216992920774794,-1.2293459981214496,0.6589766346839985
9,0.7330270922572566,-1.1649924818869113,0.6995774950132886,-0.30147130007697703,-1.3224615643245663,0.7633525314901898
10,1.0521583968676989,-0.41454841081340166,0.7483288380282381,-0.21732757711282918,-1.01180504389287,0.9237027864784925
11,-0.004226435169930747,-0.12251043457612155,0.9704406749783845,-0.568949898517286,-0.5727326184151313,0.2403646604408122
12,-0.672048433077129,0.7566471535162134,1.1068086334073874,-0.8132381837558676,-0.9572884582557913,0.4635409539064423
13,0.2093753272586781,0.7431586550214369,1.264543959555453,-0.6615181136316105,-1.1579567433942102,0.20338237463801087
14,-1.2222373197276057,0.5798022575972577,1.803694166449532,-1.0702693227469355,-0.09101182703044428,0.44769128976889383
15,-1.4546141395247907,-0.224873514908428,0.8208646066512668,-0.852556000286043,-0.2838580894300818,0.25910441402363504
16,-1.060133999608622,0.8563473510630576,1.9230049218140601,-1.0829638516784197,-0.5924280540355913,0.5972019037944893
17,-2.2963167716815476,-0.9525624142525971,2.691133083568979,-1.3125439199873303,2.0687194734517003,0.5472790293497903
18,-0.9799932224374558,0.026794189546345538,0.5696996243602744,-0.6001366391339964,-1.05130994317389,0.4694678043606008
19,-1.0443160420964963,-0.7112451775469425,-0.7111746445019625,-0.1443053542356653,-0.49935717909343863,0.4714568841602644
20,-0.2590729653257641,0.019085337247046474,-0.42972571943886617,-0.03544116341198678,-0.08766270372213461,0.748363700733511
21,1.0217444580506478,0.7379761550952018,0.10592357869946602,0.07529390111162163,-0.10821361020847156,0.5698723215023386
22,1.5353792300950089,0.17344935415537327,0.03021577793969641,0.19846462461530334,0.001434762610034307,0.23511351224039195
23,2.146287903964133,0.05678739211897474,0.3131505670695066,0.29709684209319814,-0.1358743308295326,0.7841357269898113
24,2.114664815009013,-0.49215721117736794,0.30576903271786776,0.2239997791489794,-0.27121720416556316,0.262029453769283
25,2.0528242510420434,-0.313720173822127,0.5560471801252976,0.14961191457874856,-0.44560795480162424,0.9521993074871307
26,2.0081652321416494,0.07973175338628466,0.6990779262410833,0.07010448446904503,-0.3994142648622651,1.0865284667128632
27,2.432105268608138,-0.32544994883584394,0.432362504593749,0.2522972605443903,-0.05753007875638181,0.7984561853686036
28,2.414693777634951,-0.5504501067833197,0.3408110458748066,0.2539531514893847,0.08229238837551756,0.3414791199374742
29,2.0393491726526416,-0.4927968617103895,0.1011747449198445,0.27934714274060085,0.1484307998797626,0.8692138500798531
30,2.504537459477316,-0.24066398363112426,0.7011119271018466,0.16658759003280965,-0.3068848148627787,0.8273123585088992
31,2.6060998161153717,-0.7301955511426227,0.5313347050257001,0.22717255982990667,-0.2338988147949829,0.47982514662766224
32,1.880671434666308,-0.4958709230131951,0.720240341336393,-0.05603374256329256,-0.10850086621959779,0.38844816494055706
33,0.6997430156743066,0.8088278597654999,1.6845048951427426,-0.6147425346980354,0.16715054006372423,0.9124537140613628
34,1.749350274500309,-0.46229879966830434,-0.10135244547218122,0.2959519966053765,0.2798928321806921,1.047271817819892
35,0.94447292694938,0.1909840162311047,-0.04149767902225858,0.03137271354581825,0.15009441767994106,0.7010702821366117
36,2.143711977455115,-0.14872086696508943,-0.07293710436958752,0.4064916510201573,0.3522933001967653,0.7862780999610549
37,2.0512623082269092,-0.7908147791090726,-0.2775161211849659,0.39569881709753046,0.39337247979677586,0.2594046414121221
38,2.147195362538579,-0.5420398542458007,0.30676180709873974,0.13836468212832007,0.025750990038425573,0.1851680004164751
39,2.1752487122827935,-0.7905884308831087,0.22825441848834138,0.12038065398512232,0.08735635743434142,-0.13447346581245465
40,2.0146119557161333,-0.7909855557341279,0.14590585618178523,0.2097736718934778,0.10710426292499078,0.8308577191133503
41,1.3635746366911246,-0.8085881482280467,0.35123224325118846,-0.03476737060003833,-0.3302458034074009,0.8319692538198739
42,1.3990347150667353,-0.02455737212381785,1.110729016359381,-0.26432673425148984,-0.7670536766034546,1.1029254501333432
43,1.6850405766430272,-1.7413856544795985,0.13241734749222359,0.17056860347525438,-0.4625232934821587,0.9104069623364628
44,0.9147759300071941,-0.745783371497208,-0.016269913339960022,-0.0315406882319306,-0.227650039359676,0.41338377268599924
45,2.5001955136063234,-0.6108372184589663,0.4028511901151378,0.2825359398941648,-0.15548213906819752,0.5955746023550406
46,0.39802897521856945,-0.24210307735393372,-0.04791481393238052,-0.22679852556367044,-0.018999939536666028,-0.233328246287162
47,1.853162567139957,0.0010435823461642517,-0.2631624672041949,0.3720309986755859,0.5786852223159094,0.6184508745870239
48,1.2094718145273624,-0.11081357445836928,-0.14077187036022773,0.15843155518658192,0.179078331788524,0.6794312797619017
49,1.979700935062278,-0.6379387918499851,0.28283493604132565,0.24639849668419878,-0.2866408010522397,0.9592973914478928
50,2.2800419234120937,-1.117277484639529,0.7418860380034364,0.08167639925455963,-0.6853063940867603,0.3718496345667805
51,-0.18688574717025,0.08284891943997838,1.3301741744153102,-0.757875648108588,-0.46756967955902384,0.533832513642253
52,-2.1621078011657286,0.1904625032122955,2.5323717000649313,-1.392860034805732,1.6530222303461948,0.3125702492833718
53,-0.0778009441520322,-0.060737676866197333,-0.4608654231732408,-0.05100337197809235,0.342331458566849,0.6194935466082382
54,1.313709607779033,-0.2788601498115007,-0.07289375196134412,0.1385602137957969,-0.1421730740413508,-0.27845440462635745
55,-0.4766236949051433,0.3594001551747217,1.561216094616171,-0.8130364103617245,-0.08124994123245943,0.20369015022135067
56,0.5028038858084339,-0.42281534794321035,1.1140974189513773,-0.2681083750302826,0.9837196738412037,0.568617617113724
57,-0.22601381947966495,0.13150759512835464,0.9179620048628353,-0.5796932570502541,0.23790835842835917,0.07079948254142315
58,-1.0072488246776015,-0.08269758773565715,0.8382260597438628,-0.6883623368405319,-0.1292277356408089,0.6134223280801288
59,1.220893883163764,0.17905322166599724,0.49380078934273497,-0.018917065042451445,-0.41898676900396536,0.6834836449308609
